"client_id","age","gender_code","directory","amrg_eop","acsh_eop","acrd_eop","pcur_eop","pcrd_eop","psav_eop","pdep_eop","swork_s","tpos_s","retail_cost","auto_cost","calls_cost","communal_cost","gos_cost","personal_cost","shops_cost","rent_cost","contract_cost","transport_cost","building_cost","prof_cost","business_cost","constributions_cost","avia_cost","vendors_cost","hotels_cost","pleasure_cost","finance_cost","other_cost","transactions_count","clothes_cost","auto_count","calls_count","communal_count","gos_count","personal_count","shops_count","clothes_count","rent_count","contract_count","transport_count","building_count","prof_count","business_count","constributions_count","avia_count","vendors_count","hotels_count","pleasure_count","finance_count","other_count","retail_count"
223,35,"М","Центральный",7025603.33,0.0,4500.0,400.0,119461.38,0.0,0.0,220642.12,104246.98,12515.630000000001,4192.8099999999995,0,850.0,0,1000.0,0,0,5230.0,2800.0,0,750.0,0,0,0,1100.0,1100.0,4615.0,0,0,65,0,5,0,1,0,1,0,0,0,1,2,0,3,0,0,0,2,2,1,0,0,7
224,36,"Ж","Москва",0.0,244103.97,0.0,0.0,25015.1,0.0,80343.1,277130.61,188379.91,6071.0,9503.04,0,17720.050000000003,6811.25,29374.0,0,0,21679.07,0,0,0,0,0,0,0,0,0,0,0,95,0,3,0,5,5,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7
225,58,"М","Новосибирск",309735.59,0.0,0.0,0.7,46480.69,109.29,0.0,339354.72,200903.7,26796.680000000004,6773.68,0,650.0,33342.0,0,25682.0,0,0,0,1990.0,160.0,0,0,2810.0,19300.0,19300.0,6639.0,0,0,57,0,8,0,1,2,0,2,0,0,0,0,1,2,0,0,1,2,2,4,0,0,26
226,41,"М","Москва",0.0,642150.48,409079.26,0.0,47391.78,0.0,0.0,123175.94,73640.83,19063.1,6288.610000000001,0,300.0,4520.0,3400.0,0,0,0,400.0,0,300.0,0,0,0,0,0,1060.0,0,3767.22,85,0,7,0,3,3,1,0,0,0,0,1,0,1,0,0,0,0,0,8,0,1,22
227,44,"М","Томск",0.0,3871729.21,0.0,0.92,26157.71,0.0,0.0,1296678.76,282971.91,88983.46,5522.030000000001,1087.79,14990.67,0,5054.0,11772.0,0,17655.0,0,4936.0,1020.0,0,0,0,0,0,3200.0,5376.46,0,152,0,3,1,10,0,4,4,0,0,9,0,3,1,0,0,0,0,0,5,1,0,58
228,53,"Ж","Москва",0.0,1887420.57,0.0,0.0,85911.38,0.0,0.0,164322.61,167779.12,52941.13,0,0,0,2550.0,1217.37,73895.1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
229,50,"Ж","Сургут",6980537.07,0.0,100909.37,24.94,199328.93,4000.01,0.0,347514.32,181518.61,134431.04000000004,1493.0,0,0,0,0,0,8570.0,194.0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,30
230,42,"М","Краснодар",0.0,4864789.18,704.54,0.48,435208.7,0.0,0.0,214030.0,57976.69,21117.55,0,0,1566.24,0,0,0,0,0,200.0,1970.0,0,0,0,0,100.0,100.0,0,0,0,155,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,40
231,45,"М","Москва",0.0,692964.36,0.0,0.0,106408.72,0.0,0.0,335026.0,50035.65,30820.32,6150.77,0,0,0,0,4737.0,0,114.0,0,2500.0,0,0,0,0,0,0,0,0,0,48,0,7,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,21
232,41,"Ж","Москва",0.0,532510.99,0.0,0.0,39322.97,0.0,0.0,239941.63,84063.63,13082.740000000002,0,0,29835.960000000003,0,0,699.0,0,3623.0,0,1950.0,0,0,0,0,0,0,0,0,0,46,0,0,0,4,0,0,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,13
233,44,"Ж","ДРБЦР",0.0,3093059.54,0.0,86439.55,85906.87,0.0,1000056.0,355457.0,168921.79,31967.940000000002,0,0,12399.36,0,15968.0,2290.0,0,29473.800000000003,0,12311.0,0,0,0,0,0,0,0,0,93049.54,79,0,0,0,1,0,3,1,0,0,14,0,1,0,0,0,0,0,0,0,0,1,15
234,44,"М","Новый Уренгой",0.0,0.0,320833.01,24241.06,220177.46,0.0,0.0,82370.85,245301.52,32082.230000000007,7511.8,0,0,1244.28,0,8898.0,0,111597.71,0,0,0,0,0,0,0,0,17700.0,0,0,74,0,6,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,36
235,38,"М","Москва",0.0,545947.38,101567.63,0.0,29.8,0.0,0.0,79274.05,67564.97,2697.97,0,0,599.0,0,11000.0,698.0,0,1567.0,0,0,0,0,0,0,0,0,1600.0,0,3687.27,61,0,0,0,1,0,2,2,0,0,6,0,0,0,0,0,0,0,0,1,0,1,9
236,57,"М","Москва",0.0,0.0,188574.76,0.0,46328.36,0.0,0.0,68863.52,51834.43,28103.55,0,0,6493.88,0,0,3925.0,0,2399.0,0,0,0,0,0,0,0,0,0,0,11357.82,87,0,0,0,3,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,49
237,35,"М","Москва",0.0,370000.0,0.0,0.0,281137.48,0.0,1219332.64,295314.4,85789.6,36280.950000000004,10237.310000000001,0,6341.139999999999,0,7400.0,0,0,1620.0,0,0,3650.0,0,0,3448.2,0,0,0,0,0,37,0,5,0,3,0,2,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,13
238,54,"Ж","Санкт-Петербург",0.0,806954.61,0.0,0.0,37073.85,0.0,0.0,106957.64,177372.24,25243.46,139.0,0,14753.759999999998,0,0,59395.3,0,900.0,0,7400.0,0,0,0,0,0,0,0,0,0,111,0,1,0,5,0,0,7,0,0,1,0,3,0,0,0,0,0,0,0,0,0,28
239,52,"М","Москва",0.0,1259220.55,0.0,0.0,112763.62,0.0,0.0,223176.0,79565.53,28913.989999999998,2120.18,0,3253.3599999999997,0,0,3449.0,0,22146.0,0,0,0,0,0,0,2090.0,2090.0,0,0,0,62,0,1,0,3,0,0,2,0,0,3,0,0,0,0,0,0,3,3,0,0,0,32
240,53,"Ж","Москва",7111095.0,0.0,0.0,0.0,23871.11,645000.0,0.0,153814.7,126157.92,108877.26000000001,0,0,10588.34,0,0,0,0,4984.32,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20
241,38,"Ж","Новый Уренгой",0.0,0.0,318698.0,19.12,23302.61,296584.02,0.0,221657.8,346570.21,50411.5,0,0,0,0,0,134549.5,0,0,0,57560.0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6
242,52,"Ж","Москва",0.0,1750878.51,260434.49,56.23,18062.96,0.0,0.0,138430.27,193388.0,12200.789999999999,2053.21,0,0,0,0,39043.0,0,44.0,0,0,0,0,0,0,0,0,370.0,0,0,39,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,18
243,53,"Ж","Новый Уренгой",0.0,834537.48,0.0,20303.69,43663.96,0.92,0.0,204223.37,97198.73,33281.42,0,0,0,0,0,4022.0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,64,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34
244,50,"М","Красноярск",0.0,1200311.87,9421.37,0.0,108040.3,0.0,0.0,258620.7,81207.78,47466.87999999999,5447.22,0,0,5052.0,0,4770.0,0,0,690.0,0,0,0,0,0,0,0,0,0,0,71,0,4,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,40
245,45,"Ж","Санкт-Петербург",5809943.34,0.0,0.0,0.0,258399.33,0.0,1370000.0,179719.88,67468.18,12167.13,0,0,8880.25,0,6150.0,2400.0,0,24826.0,0,1050.0,0,0,0,0,0,0,0,0,0,48,0,0,0,4,0,2,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,14
246,40,"Ж","Москва",0.0,131797.53,0.0,0.0,4258.35,0.0,0.0,52824.41,78178.53,23093.53,0,0,0,0,0,52184.0,0,403.0,0,0,0,0,0,0,0,0,600.0,0,0,17,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7
247,36,"М","Москва",0.0,312500.0,0.0,0.0,292362.51,0.0,0.0,199042.5,115089.02,25901.18,16536.229999999996,0,210.0,1151.25,0,16513.0,0,450.0,0,0,3700.0,0,0,0,6788.0,6788.0,0,0,18750.0,97,0,17,0,1,2,0,5,0,0,4,0,0,4,0,0,0,2,2,0,0,1,18
248,38,"Ж","Москва",1518683.36,0.0,100.0,173000.36,1073748.51,0.0,0.0,1114849.43,95341.76,24694.8,934.0,0,7452.619999999999,2261.25,19262.16,0,0,1265.25,0,13800.0,2197.68,0,0,0,0,0,4088.0,0,0,70,0,1,0,4,4,4,0,0,0,4,0,1,1,0,0,0,0,0,12,0,0,24
249,45,"Ж","Москва",0.0,0.0,599973.76,509.22,2274.21,0.0,0.0,136552.78,87497.15,14019.249999999998,942.0,0,7396.24,268.0,200.0,27549.0,0,3470.0,0,0,0,930.0,0,0,0,0,120.0,795.0,40979.0,128,0,2,0,4,1,2,5,0,0,9,0,0,0,1,0,0,0,0,1,3,1,39
250,42,"Ж","Москва",7705367.31,0.0,0.0,0.0,11825.15,0.0,47201.69,165438.73,68958.48,26358.960000000003,2374.73,0,289.86,1500.0,400.0,17175.0,0,0,0,14030.0,0,0,0,485.0,0,0,0,0,0,53,0,1,0,1,2,1,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,21
251,44,"М","Санкт-Петербург",5397251.14,0.0,0.0,0.0,16154.8,0.0,0.0,335942.43,89169.2,14204.98,32283.57,0,3943.23,502.5,0,18462.0,0,2500.0,80.0,4200.0,150.0,0,0,0,0,0,0,0,0,55,0,12,0,5,1,0,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10
252,41,"М","Самара",0.0,1040368.05,0.0,0.09,51501.57,0.0,0.0,201618.88,79801.54,34762.59,3194.19,0,500.0,4410.0,0,8733.0,0,0,0,0,3100.0,0,0,0,0,0,0,0,0,87,0,1,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31
253,42,"М","Москва",0.0,1678046.56,0.0,0.0,57878.43,0.0,0.0,111344.43,57741.58,20049.309999999998,4147.27,0,11763.0,900.0,1200.0,0,0,1600.0,0,0,0,0,0,0,10050.0,10050.0,0,0,0,65,0,2,0,3,1,1,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,34
254,34,"Ж","Санкт-Петербург",0.0,0.0,101965.72,333.94,30256.89,170906.49,0.0,94978.0,347056.07,70021.34999999999,4087.62,0,16700.0,0,0,209971.0,0,300.0,0,0,300.0,0,0,0,0,0,0,0,0,113,0,2,0,1,0,0,19,0,0,1,0,0,2,0,0,0,0,0,0,0,0,50
255,50,"М","Москва",0.0,2536645.25,40736.25,0.0,89401.8,0.0,0.0,239652.15,113690.08,17894.3,0,0,0,0,0,350.0,0,6298.0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20
256,40,"М","Новый Уренгой",6002438.52,0.0,0.0,470.48,119369.5,0.0,0.0,252801.15,149447.15,23516.15,13068.89,0,0,350.0,500.0,0,0,0,0,550.0,0,0,0,0,0,0,0,0,0,32,0,7,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
257,43,"Ж","Сургут",0.0,3874154.49,0.0,0.0,32824.79,0.0,0.0,57167.27,79771.16,30483.51,0,0,4378.91,0,0,11880.0,0,20936.8,0,3000.0,0,0,0,0,0,0,399.0,0,0,86,0,0,0,3,0,0,1,0,0,37,0,1,0,0,0,0,0,0,1,0,0,33
258,48,"Ж","Санкт-Петербург",7736986.0,0.0,0.0,80348.15,2235.97,0.0,0.0,77966.08,294860.21,86402.99,0,0,10549.54,406.0,0,124280.0,0,19474.0,0,34200.0,0,0,0,0,0,0,0,0,0,71,0,0,0,3,1,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,45
259,33,"Ж","Санкт-Петербург",11851583,0.0,0.0,0.0,19069.28,0.0,526060.53,94670.0,65896.03,34657.9,0,0,1781.05,280.0,0,12275.0,0,2374.4,0,9300.0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,16
260,42,"М","Центральный",4245502.97,0.0,43400.0,22471.3,9752.72,15962.4,42208.5,85852.39,113185.3,22316.02,11497.91,0,6160.0,251.25,0,2333.8,0,1489.0,0,0,0,0,0,0,0,0,1010.0,55178.76,0,117,0,10,0,2,1,0,4,0,0,4,0,0,0,0,0,0,0,0,3,3,0,58
261,42,"М","Москва",0.0,0.0,223441.22,0.0,40490.57,0.0,0.0,197323.28,219067.22,33085.82,3882.5099999999998,0,11032.65,0,0,19169.0,0,0,0,134030.0,0,0,0,0,0,0,0,0,0,40,0,2,0,4,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16
262,34,"М","Москва",0.0,0.0,112339.85,0.0,11098.73,10000.0,2711990.7,268930.57,143008.52,6626.68,16214.54,0,61242.05,2261.25,9749.0,0,0,2000.0,0,0,8700.0,0,0,0,0,0,0,7344.0,0,52,0,2,0,19,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1
263,36,"М","Москва",0.0,0.0,469389.61,0.0,101314.57,0.0,0.0,292884.07,3032845.47,87886.12999999999,7402.4,0,115437.15,0,0,0,0,3435.0,0,4000.0,600.0,0,1119167.0,0,1570893.6700000002,1570893.6700000002,0,0,0,113,0,14,0,12,0,0,0,0,0,6,0,2,3,0,4,0,3,3,0,0,0,28
264,40,"М","Москва",6537688.52,0.0,439000.0,0.0,74580.22,0.0,0.0,148464.29,483020.38,32720.240000000005,301272.55,0,9959.04,3008.75,0,4809.0,0,8454.0,0,0,0,0,0,0,0,0,4300.0,78703.65,0,107,0,6,0,5,4,0,2,0,0,16,0,0,0,0,0,0,0,0,4,2,0,34
265,36,"М","Санкт-Петербург",10119780,0.0,0.0,0.0,147362.68,203049.18,0.0,174427.73,69155.68,15562.27,3602.5600000000004,0,1817.88,915.6800000000001,0,0,0,2302.0,700.0,0,325.0,0,0,0,11800.0,11800.0,4520.0,0,0,72,0,2,0,3,4,0,0,0,0,6,1,0,4,0,0,0,1,1,3,0,0,11
266,45,"Ж","Москва",0.0,143640.97,0.0,0.18,155138.74,0.0,0.0,236412.96,67936.57,49164.33,4500.07,0,0,0,0,0,0,0,450.0,0,0,0,0,0,0,0,0,0,0,68,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41
267,52,"Ж","Москва",0.0,675536.32,85698.75,0.01,7355.82,10436.43,0.0,92155.16,136035.35,68211.33999999998,1499.6,0,11069.0,0,0,10078.0,0,5065.0,0,20017.0,0,0,0,0,0,0,0,0,0,100,0,1,0,2,0,0,4,0,0,12,0,8,0,0,0,0,0,0,0,0,0,46
268,47,"М","Новый Уренгой",0.0,0.0,154504.66,982.74,1248378.14,0.0,0.0,621077.58,60794.59,1168.56,0,0,6165.03,0,0,0,0,43727.0,0,0,0,0,6562.0,0,0,0,1597.0,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,0,0,0,6,0,0,4
269,57,"М","Санкт-Петербург",2980310.0,0.0,0.0,102400.91,85092.39,0.0,0.0,388952.96,161496.47,36671.79,5600.91,0,5223.86,0,3150.0,0,0,18466.0,1350.0,22551.7,0,0,0,0,6030.0,6030.0,0,0,0,147,0,3,0,5,0,3,0,0,0,25,2,3,0,0,0,0,1,1,0,0,0,37
270,35,"М","Москва",0.0,657154.92,102560.22,0.0,36060.56,0.0,0.0,121800.0,72194.0,32604.980000000007,1541.44,0,4623.0,368.0,0,0,0,967.0,377.0,0,0,0,0,0,0,0,0,0,0,182,0,3,0,5,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,87
271,54,"М","Москва",1961497.5,0.0,0.0,4247.72,331301.1,0.0,1069522.97,77452.66,133601.31,25293.289999999997,2564.04,0,5624.84,0,760.0,0,0,22398.24,0,0,0,0,0,0,4500.0,4500.0,0,0,0,70,0,1,0,3,0,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,14
272,49,"М","Санкт-Петербург",0.0,0.0,188757.54,0.0,377494.37,0.0,0.0,70597.74,82083.07,32653.640000000007,0,0,6214.35,0,840.0,12340.0,0,2350.0,0,4900.0,0,0,0,4200.0,0,0,0,0,0,51,0,0,0,8,0,1,3,0,0,2,0,2,0,0,0,1,0,0,0,0,0,22
273,52,"Ж","Санкт-Петербург",5138435.0,0.0,0.0,0.94,50224.19,900692.21,7686087.01,81497.81,65347.5,45598.270000000004,0,0,1492.64,3432.0,0,0,0,9604.4,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27
274,34,"М","Санкт-Петербург",0.0,226939.08,0.0,85000.0,105449.56,106492.17,0.0,187820.65,55791.85,11470.26,19099.170000000002,0,0,0,0,450.0,0,5890.0,0,3000.0,0,0,0,0,0,0,0,0,0,85,0,19,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,30
275,32,"М","Воронеж",0.0,2619620.25,100.0,1.83,102694.55,0.0,0.0,135805.01,161815.35,32630.750000000004,43074.950000000004,0,4130.0,4229.0,850.0,15730.0,0,3833.0,3690.0,0,0,0,0,3100.0,0,0,0,3000.0,0,185,0,24,0,1,5,2,3,0,0,26,2,0,0,0,0,2,0,0,0,1,0,46
276,50,"Ж","Москва",0.0,0.0,101000.0,48594.91,320590.56,0.0,4852539.27,598776.67,392909.35,59840.33,1460.0,1098.9,1413.0,0,2885.0,0,0,8031.0,0,0,300.0,0,0,67700.0,101000.0,101000.0,0,0,59.0,51,0,1,1,4,0,1,0,0,0,7,0,0,2,0,0,1,1,1,0,0,1,24
277,47,"М","ДРБЦР",0.0,150968.04,8446.7,0.0,191371.26,0.0,0.0,515186.57,56169.69,20952.510000000002,15402.18,0,690.0,0,0,3599.0,0,0,13375.0,0,0,0,0,0,0,0,0,0,0,78,0,12,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58
278,32,"Ж","Москва",0.0,0.0,321457.1,8871.54,5129011.84,0.0,1752000.0,315224.18,607343.57,21576.0,24249.97,0,990.0,1162.4,21900.0,11996.0,0,2646.0,0,29560.0,0,0,0,0,0,0,0,8600.64,0,124,0,2,0,1,2,2,2,0,0,5,0,2,0,0,0,0,0,0,0,1,0,27
279,41,"Ж","Санкт-Петербург",2994035.27,360997.76,0.0,223.51,156941.02,250957.49,0.0,685539.6,150628.72,25528.32,0,0,0,0,2993.0,50931.0,0,27717.379999999997,0,6990.0,0,0,5487.0,0,0,0,0,3726.51,0,53,0,0,0,0,0,1,13,0,0,4,0,3,0,0,1,0,0,0,0,1,0,17
280,43,"М","Москва",2656649.39,0.0,0.0,4031210.73,47747.4,0.0,0.0,150925.6,117498.53,20295.47,27400.54,0,0,0,0,0,0,0,0,17280.0,0,0,0,0,0,0,27500.0,0,0,56,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,14
281,41,"Ж","Москва",0.0,0.0,456629.19,0.0,12.81,0.0,0.0,80425.33,141685.21,14576.380000000001,0,0,5715.63,1358.0,5500.0,3684.0,0,8362.0,0,22745.0,0,0,0,0,25289.67,25289.67,13680.8,0,0,77,0,0,0,5,1,2,1,0,0,8,0,2,0,0,0,0,1,1,3,0,0,30
282,35,"М","Москва",0.0,983372.17,0.0,5.0,328.32,0.0,0.0,90091.19,268189.71,0,0,0,4100.0,3015.0,0,0,0,0,0,0,98000.0,49900.0,0,0,0,0,1449.0,109802.08,0,20,0,0,0,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,9,0,0
283,34,"Ж","Москва",0.0,0.0,332368.8,0.0,1000.0,0.0,0.0,59783.0,108366.06,47863.66,0,0,1800.0,0,0,38194.1,0,13116.0,0,0,0,0,0,0,0,0,0,0,14275.0,71,0,0,0,4,0,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,2,19
284,37,"М","Москва",0.0,0.0,217963.04,0.0,0.0,12128.56,1058708.97,263148.81,125985.6,18715.42,0,0,0,0,0,0,0,19115.0,0,0,0,0,0,0,19040.0,19040.0,1290.0,0,4840.92,150,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,2,2,0,1,25
357,42,"Ж","Москва",0.0,0.0,169868.0,0.74,24968.94,0.0,0.0,128782.15,116697.57,57755.36,0,1661.1699999999998,1053.47,0,6895.0,14458.0,0,12707.0,0,0,0,0,0,0,0,0,0,0,4548.84,131,0,0,2,1,0,7,4,0,0,15,0,0,0,0,0,0,0,0,0,0,1,59
285,38,"М","Новый Уренгой",0.0,0.0,261383.23,0.0,176186.78,0.0,0.0,309547.74,62159.76,15903.390000000001,0,5848.74,740.0,0,0,0,0,0,0,0,1187.0,0,0,0,0,0,0,0,0,159,0,0,7,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22
286,38,"М","Москва",2850043.47,0.0,0.0,263.01,366288.63,0.0,2421725.21,203776.23,95180.28,13217.359999999997,16644.5,0,11606.34,6518.0,0,22342.0,0,57.0,0,2750.0,0,0,0,0,0,0,400.0,0,0,101,0,5,0,3,8,0,3,0,0,1,0,1,0,0,0,0,0,0,3,0,0,17
287,50,"М","Новый Уренгой",7254367.66,0.0,0.0,0.0,43397.79,0.0,0.0,225017.46,327103.6,76835.93000000002,52560.04,1097.9,17994.04,2000.0,1411.05,5499.0,0,12189.0,0,2300.0,0,0,0,11650.0,0,0,0,6968.5599999999995,0,109,0,1,1,4,1,2,1,0,0,3,0,1,0,0,0,9,0,0,0,4,0,27
288,46,"М","Новый Уренгой",0.0,772586.32,28935.09,0.0,54412.91,0.0,0.0,256797.01,69423.24,10792.24,1844.0,0,0,1995.0,0,0,0,33910.0,0,0,97.0,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,19
289,50,"Ж","Санкт-Петербург",6649904.0,0.0,139585.17,0.0,46582.77,2817732.24,650000.0,195430.71,142595.3,116272.2,5865.1,0,0,0,0,170.0,0,15998.0,0,0,0,0,0,0,0,0,0,3900.0,0,24,0,4,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,14
290,30,"М","Москва",0.0,0.0,257384.46,0.0,8156.12,0.0,0.0,65366.26,80141.23,20238.190000000002,4427.599999999999,0,998.0,1834.98,1492.0,5770.0,0,4681.0,0,0,0,0,0,0,0,0,4100.0,0,0,100,0,5,0,2,10,3,2,0,0,9,0,0,0,0,0,0,0,0,1,0,0,16
291,32,"М","Новый Уренгой",0.0,380498.67,196070.81,0.0,137002.68,59.06,0.0,325714.28,179304.9,39742.649999999994,9798.119999999999,0,500.0,1625.53,0,24279.0,0,10568.43,550.0,2965.0,0,0,0,0,0,0,0,0,0,128,0,8,0,1,10,0,3,0,0,26,1,1,0,0,0,0,0,0,0,0,0,42
292,37,"Ж","Москва",0.0,0.0,587246.55,0.0,196641.85,0.0,30304.76,305179.76,490977.34,328323.80000000005,17112.57,0,0,1515.0,17750.0,41942.0,0,220.0,0,4680.0,0,0,0,0,0,0,43000.0,0,0,58,0,7,0,0,1,2,2,0,0,1,0,2,0,0,0,0,0,0,2,0,0,24
293,38,"М","Центральный",0.0,175087.11,0.0,0.0,91835.49,0.0,0.0,96935.01,174322.52,86672.29,5609.52,0,6672.81,502.5,0,0,0,2000.0,0,0,300.0,0,0,0,0,0,900.0,0,0,60,0,5,0,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,29
294,42,"Ж","Санкт-Петербург",2425778.38,0.0,0.0,0.0,75468.87,0.0,0.0,70717.33,104846.79,24235.340000000004,9535.550000000001,0,5920.099999999999,84.0,0,15981.1,0,0,0,6815.0,0,0,0,0,0,0,0,0,0,92,0,5,0,6,1,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,47
295,52,"Ж","Новый Уренгой",0.0,373882.45,0.0,21.0,1138555.71,0.0,0.0,52957.37,57235.74,38171.53999999999,1016.0,0,3080.0,0,0,10345.0,0,0,0,0,0,3970.0,0,0,0,0,0,0,0,34,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
296,49,"М","Санкт-Петербург",6732677.91,0.0,123481.91,43561.72,22647.63,0.0,0.0,307815.05,54291.48,12485.53,0,0,600.0,0,0,0,0,1200.0,0,0,27749.0,0,0,0,0,0,0,0,5394.96,60,0,0,0,1,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,1,33
297,57,"М","Москва",0.0,344612.95,28281.01,0.0,28027.86,0.0,0.0,91801.02,87728.77,66657.48,12169.32,0,4931.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
298,38,"М","Москва",0.0,2892322.34,0.0,100.0,27214.23,0.0,0.0,164403.26,64905.16,29493.260000000002,2958.9,0,0,0,0,3377.0,0,0,0,0,0,0,0,0,0,0,0,0,150059.0,29,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15
299,37,"Ж","Санкт-Петербург",7753500.0,0.0,0.0,0.0,0.26,0.0,0.0,159978.46,60198.54,25064.549999999996,0,0,4333.29,0,0,897.0,0,7223.9,0,3050.0,0,0,0,0,0,0,3000.0,1100.0,59.0,66,0,0,0,6,0,0,1,0,0,13,0,5,0,0,0,0,0,0,2,1,1,20
300,35,"М","Санкт-Петербург",2306963.86,0.0,2633.01,0.0,88656.95,726.7,0.0,544730.1,76449.05,11438.54,2730.51,0,0,299.0,150.0,0,0,16922.0,0,2600.0,1400.0,0,0,0,2200.0,2200.0,3200.0,0,0,91,0,2,0,0,1,2,0,0,0,23,0,1,2,0,0,0,3,3,4,0,0,12
301,46,"Ж","Центральный",0.0,2582911.39,0.0,0.0,460247.38,0.0,0.0,84825.0,95964.0,2873.0,0,0,0,0,25460.0,55370.0,0,0,0,2300.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
302,39,"Ж","Южно-Сахалинск",0.0,1590775.57,0.0,550.79,16647.86,0.0,0.0,451626.63,229282.56,113579.75999999998,0,0,0,0,7760.0,12859.0,0,63498.0,0,0,1950.0,0,0,0,0,0,2000.0,0,1745.37,124,0,0,0,0,0,1,4,0,0,37,0,0,4,0,0,0,0,0,2,0,1,46
303,36,"Ж","Санкт-Петербург",6125682.0,0.0,0.0,948040.82,477763.06,0.0,0.0,156913.17,90441.0,0,0,0,0,0,0,0,0,0,0,1900.0,88541.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
398,49,"Ж","Москва",0.0,0.0,106027.0,0.0,268540.12,0.0,0.0,275065.0,181514.3,23228.199999999997,142550.9,0,0,1542.68,0,0,0,1000.0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12
305,64,"М","Москва",0.0,1468579.69,0.0,0.0,92215.23,0.0,0.0,337981.87,182410.8,65502.939999999995,13839.289999999999,0,5224.16,299.0,4498.0,6493.0,0,0,0,0,0,0,0,11611.0,0,0,32100.0,6000.0,0,68,0,5,0,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,24
